date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
2020-09-04,18:20 UTC,120.86666666666666,14.585277777777778,Boarded,"MICT Anchorage, Manila",PHL,PHL,9.50162536450695,120.95020592500009,14.612779039000088,"04.09.2020: 1820 UTC: Posn: 14:35.7N – 120:52.0E, MICT Anchorage, Manila, Philippines.
Duty crew onboard an anchored container ship, noticed a masked robber, armed with a knife on the forward deck. He immediately notified the OOW who raised the alarm. Hearing the alerted crew the robber escaped with stolen ship's properties. Incident reported to the local authorities. A coast guard boat arrived at location and conducted an investigation. No injuries to crew.","NA",Container,Anchored,imb
2020-09-08,05:30 UTC,3.283333333333333,5.883333333333333,Boarded,Around 33nm SSW of Lagos,NGA,NGA,56.38811657513002,3.326182488000086,6.391424872000073,"08.09.2020: 0530 UTC: Posn: 05:53N - 003:17E, Around 33nm SSW of Lagos, Nigeria.
A refrigerated cargo ship was attacked by armed pirates while underway. The pirates kidnapped two crew. The remaining crew managed to retreat into the citadel. Nigerian navy patrol vessels were deployed to the location to assist. The navy boarded the vessel, conducted a search and escorted the vessel to a safe anchorage. Remaining crew reported safe.","NA",Refrigerated Cargo,"NA",imb
2020-09-09,05:54 UTC,-77.21083333333333,-12.024722222222222,Boarded,Callao Anchorage,PER,PER,5.095876381734774,-77.2327136049999,-12.065443234999918,"09.09.2020: 0554 UTC: Posn: 12:01.49S – 077:12.65W, Callao Anchorage, Peru.
Duty AB on routine rounds onboard an anchored container ship noticed a robber on the forecastle deck. Seeing the duty AB, the robber armed with a machete shouted and ran towards the AB resulting in the AB immediately retreating into the accommodation. Alarm raised and crew mustered. Hearing the alarm and seeing the crew alertness, the robber escaped without stealing anything. VTS notified and a patrol boat was dispatched to check and search the anchorage area.","NA",Container,Anchored,imb
2020-09-18,02:30 UTC,120.09861111111111,35.0675,Boarded,Rizhao Shelter Anchorage,CHN,CHN,60.68693762878779,119.55152428500003,35.38003164300005,"18.09.2020: 0230 UTC: Posn: 35:04.03N – 120:05.55E, Rizhao Shelter Anchorage, China.
Unnoticed, robbers boarded an anchored tanker. They stole ship’s equipment and escaped. A search was carried out. Incident reported to Port Authority and local agent.","NA",Tanker,Anchored,imb
2020-09-20,04:10 UTC,-51.00222222222222,0.0275,Boarded,Macapa Anchorage,BRA,BRA,5.143980200982467,-51.01740475199995,0.0714378930000521,"20.09.2020: 0410 UTC: Posn: 00:01.39N – 051:00.08W, Macapa Anchorage, Brazil.
Duty AB onboard an anchored bulk carrier noticed some suspicious activity near the forepeak store and proceeded to investigate. As he approached the store he noticed two robbers armed with knives. He immediately informed the D/O and retreated into the accommodation. Alarm raised, ship’s horn sounded, crew mustered, and searchlights directed towards the forepeak. Hearing the alarm and seeing the crew alertness, the robbers escaped in a white hull boat. A search was carried out and ship’s properties were reported stolen. Pilot Station informed.","NA",Bulk Carrier,Anchored,imb
2020-09-26,03:26 UTC,-80.03333333333333,-2.4333333333333336,Boarded,"River Passage, Guayaquil",ECU,ECU,0.5743890950169477,-80.03575598899994,-2.4379208309999285,"26.09.2020: 0326 UTC: Posn: 02:26S – 080:02W, River Passage, Guayaquil, Ecuador.
Robbers armed with guns approached and boarded a container vessel under pilotage. Master raised the alarm, activated the SSAS and crew mustered. Despite the continuous alarm and search lights, the robbers stole cargo from the containers and escaped. Incident reported to local Authorities, who later boarded the vessel for investigation. Two containers were found open. Vessel and crew reported safe.","NA",Container,"NA",imb
2020-09-29,22:00 UTC,104.81666666666666,1.5169444444444444,Boarded,"Around 22nm NE of Tg. Berakit, Pulau Bintan",IDN,IDN,41.622316211362104,104.58692467500003,1.2199160830000437,"29.09.2020: 1600 - 2200 UTC: Posn: 01:31.1N – 104:49.0E, Around 22nm NE of Tg. Berakit, Pulau Bintan, Indonesia
Unauthorised persons boarded an anchored tanker, broke into the aft store, stole ship’s spares and escaped. The break-in was noticed by crew during routine rounds. A search was carried out. Incident was reported to Port Authority and local agent.","NA",Product Tanker,Anchored,imb
2020-10-01,03:42 UTC,-10.796388888888888,6.351111111111111,Boarded,"BMC Pier, Monrovia",LBR,LBR,0.9838134142670082,-10.792347785999937,6.359035549000055,"01.10.2020: 0342 UTC: Posn: 06:21.04N - 010:47.47W, BMC Pier, Monrovia, Liberia.
Duty AB on routine rounds onboard a berthed tanker noticed one unauthorized person on the forecastle and immediately informed the Duty Officer. Alarm raised and local security guard alerted. Seeing the crew alertness, the robber escape with ship's stores. A search was made throughout the tanker. Incident reported to Port Authority and Coast Guard.","NA",Product Tanker,Berthed,imb
2020-10-02,03:24 UTC,-80.10083333333333,-2.5516666666666667,Boarded,"River Passage, Guayaquil",ECU,ECU,3.690280592133511,-80.06891842399995,-2.560804945999962,"02.10.2020: 0324 UTC: Posn: 02:33.6S – 080:06.3W, River Passage, Guayaquil, Ecuador.
A container vessel under pilotage was approached and boarded by robbers armed with guns. Crew noticed the robbers opening the containers on deck. Alarm raised and all crew instructed to stay inside the accommodation. The robbers fired their weapons towards the accommodation area, and escaped with cargo stolen from the containers. Incident reported to Port Authorities.","NA",Container,"NA",imb
2020-10-06,07:00 UTC,11.766666666666667,-4.733333333333333,Boarded,Pointe Noire North Anchorage,COG,COG,6.083466155043335,11.781633493000072,-4.68040908699993,"06.10.2020: 0700 UTC: Posn: 04:44S – 011:46E, Pointe Noire North Anchorage, The Republic of Congo
Unnoticed, robbers boarded an anchored container ship, stole ship’s stores and escaped. Incident reported to Port Control.","NA",Container,Anchored,imb
2020-10-08,03:20 UTC,-51.00055555555556,0.01444444444444444,Boarded,Macapa Anchorage,BRA,BRA,6.575207965093565,-51.01740475199995,0.0714378930000521,"08.10.2020: 0320 UTC: Posn: 00:00.88N – 051:00.04W, Macapa Anchorage, Brazil
Three persons in a small fishing boat came alongside an anchored bulk carrier. Two of the robbers boarded and broke into the forecastle store. Alert OOW noticed the unauthorised persons on the forecastle and raised the alarm and sounded the ship’s horn. Crew mustered. Seeing crew alertness, the robbers escaped without stealing anything.","NA",Bulk Carrier,Anchored,imb
2020-10-09,02:45 UTC,3.369532619052471,6.433763880192734,Boarded,"Apapa Bulk Terminal Ltd (ABTL), Lagos Port",NGA,NGA,1.0132892713792456,3.375010613000086,6.441107489000046,"09.10.2020: 0245 UTC: Posn: 06:26.7N – 003:22.8E, Apapa Bulk Terminal Ltd. (ABTL), Lagos Port, Nigeria.
During heavy rain, armed robbers in two boats approached and boarded a berthed product tanker engaged in cargo operations. Deck crew noticed the robbers and raised the alarm. The discharging operations were suspended, all access doors were locked and crew mustered in the citadel. Port Control informed through VHF CH12. Hearing the alarm, the robbers escaped. A Nigerian Navy Officer boarded the tanker for investigation. Nothing reported stolen.","NA",Product Tanker,Berthed,imb
2020-10-13,15:30 UTC,104.25166666666667,1.2819444444444446,Boarded,Singapore Straits,MYS,MYS,7.9663331690196095,104.21924889400003,1.3461774760000935,"13.10.2020: 1530 UTC: Posn: 01:16.55N – 104:15.06E, Singapore Straits.
Three robbers armed with a steel bar boarded a tanker underway. Duty crew on routine rounds noticed the robbers and immediately informed the OOW. Alarm raised and all crew mustered. Seeing the alerted crew, the robbers escaped. Vessel and crew safe.","NA",Chemical Tanker,"NA",imb
2020-10-15,04:36 UTC,-13.780833333333334,9.270833333333334,Attempted,Conakry Anchorage,GIN,GIN,26.76949448199346,-13.722401495999918,9.505804755000042,"15.10.2020: 0436 UTC: Posn: 09:16.15N – 013:46.51W, Conakry Anchorage, Guinea.
Duty OOW onboard and anchored tanker noticed a boat with four persons armed with guns approaching. Onboard armed military team notified. As the boat approached the tanker, the armed team fired warning shots resulting in the boat moving away. Incident was reported to the Port Authorities.","NA",Product Tanker,Anchored,imb
2020-10-15,23:40 UTC,-13.733888888888888,9.367777777777778,Boarded,Conakry Anchorage,GIN,GIN,15.318392365364488,-13.722401495999918,9.505804755000042,"15.10.2020: 2340 UTC: Posn: 09:22.4N – 013:44.2W, Conakry Anchorage, Guinea.
Ten persons armed with guns and knives in two blue coloured boats approached and boarded an anchored bulk carrier. Alarm raised, SSAS activated and authorities informed. The persons aggressively and violently ransacked all cabins and escaped with cash and crew personal belongings. A Coast Guard vessel came and remained with the ship will daybreak.","NA",Bulk Carrier,Anchored,imb
2020-10-17,06:30 UTC,-77.20694444444445,-12.019722222222223,Boarded,Callao Anchorage,PER,PER,5.763060894771428,-77.16649329299992,-12.053317966999941,"17.10.2020: 0630 UTC: Posn: 12:01.11S - 077:11.85W, Callao Anchorage, Peru.
Duty officer onboard a tanker noticed a suspicious light near the forward store and asked the duty watchman to investigate. As the duty watchman approached, he was taken hostage and tied up by the robbers who stole his personal belongings. The robbers released the duty watchman before escaping. Duty officer and Master informed. Alarm raised and a search was carried out. Incident reported to the port authorities and local agent.","NA",Container,"NA",imb
2020-10-17,05:34 UTC,8.707777777777778,3.776666666666667,Boarded,"LNG Terminal, Punta Europa",GNQ,GNQ,1.839530656711606,8.702403191000087,3.7609317080000437,"17.10.2020: 0534 UTC: Posn: 03:46.96N – 008:41.88E, LNG Terminal, Punta Europa, Equatorial Guinea.
Five persons armed with rifles boarded a berthed tanker. Crew mustered in the citadel. One crew reported kidnapped. Local authorities notified. Remaining crew reported safe.","NA",LNG Tanker,Berthed,imb
2020-10-17,20:55 UTC,1.408611111111111,4.271944444444444,Boarded,Around 112nm SSE Lome,GHA,GHA,175.2332053828868,0.9143986340000652,5.777085679000038,"17.10.2020: 2055 UTC: Posn: 04:16.19N – 001:24.31E, Around 112nm SSE of Lome, Togo.
A tanker was attacked by pirates while underway. All crew managed to retreat into the citadel. Togo Navy notified and a patrol vessel was dispatched to the location. The Togo Navy team boarded the tanker and a search was carried out. Once deemed safe, the crew emerged from the citadel and the tanker was then escorted to a safe port. All crew reported safe.","NA",Product Tanker,"NA",imb
2020-10-19,01:07 UTC,11.765277777777778,-4.780555555555556,Boarded,Pointe Noire Anchorage,COG,COG,5.991172688202705,11.81926603900007,-4.779159595999943,"19.10.2020: 0107 UTC: Posn: 04:46.50S – 011:45.55E, Pointe Noire Anchorage, The Congo.
Duty AB on routine rounds onboard an anchored container ship noticed a robber on the forecastle deck. The AB immediately retreated into the accommodation. Alarm raised, crew mustered, and Port Control notified. A patrol boat was dispatched to the location. Upon investigation, it was discovered that ship's stores were stolen.","NA",Container,Anchored,imb
2020-10-22,06:57 UTC,3.4788888888888887,4.650833333333333,Boarded,Around 105nm South of Lagos,NGA,NGA,193.22494050930734,3.326182488000086,6.391424872000073,"22.10.2020: 0657 UTC: Posn: 04:38.63N – 003:28.44E, Around 105nm South of Lagos, Nigeria.
A product tanker underway, was boarded by six armed pirates. The crew managed to retreat into the citadel. The Owners of the tanker notified the IMB Piracy Reporting Centre who liaised with relevant Regional and International Authorities in the region and requested for assistance. A Nigerian Navy patrol boat was dispatched to the location. An Italian Navy frigate and its helicopter also responded. The pirates damaged ship's property and equipment and stole cash and belongings and escaped. All crew reported safe. Master proceeded to a safe port as advised by the Nigerian Navy.","NA",Product Tanker,"NA",imb
2020-10-25,15:15 UTC,104.08555555555556,1.25,Boarded,Singapore Straits,IDN,IDN,6.899230038008711,104.09058678500003,1.1878115910000702,"25.10.2020: 1515 UTC: Posn: 01:15.0N – 104:05.8E, Singapore Straits.
Duty crew onboard a bulk carrier underway spotted five robbers armed with knives in the engine store room and immediately informed the OOW. Alarm raised and PA announcement made. Seeing the alerted crew, the robbers escaped. Some engine spares were reported stolen. Incident reported to the Singapore VTS. Vessel and crew safe.","NA",Bulk Carrier,"NA",imb
2020-10-25,17:00 UTC,104.11805555555556,1.2355555555555555,Attempted,Singapore Straits,IDN,IDN,5.348516688109747,104.11573326900003,1.187241929000038,"25.10.2020: 1700 UTC: Posn: 01:14.8N – 104:07.5E, Singapore Straits.
While underway, a speed boat approached a bulk carrier and came alongside at the starboard quarter. Alarm raised, deck lights switched on, crew mustered and ship’s whistle sounded. Seeing the alerted crew, the persons aborted the attempted boarding and escaped.","NA",Bulk Carrier,"NA",imb
2020-10-25,17:35 UTC,104.15138888888889,1.271111111111111,Boarded,Singapore Straits,MYS,IDN,8.891655658838058,104.17408287900008,1.3482119810000768,"25.10.2020: 1735 UTC: Posn: 01:15.76N – 104:08.65E, Singapore Straits.
After the pilot disembarked, the Master onboard a bulk carrier underway was contacted by VTIS indicating that the ship may have been boarded by robbers. Master immediately raised the alarm and made announcement on the PA system. As the crew searched the accommodation and engine room, the 4th Engineer encountered three robbers armed with long knives. One of the robbers chased the 4th Engineer. Fortunately, the 4th Engineer managed to escape. Master was advised to drop anchor near Pulau Batam and two Indonesian Navy warships arrived. Indonesian Navy personnel then boarded the ship to investigate. Upon investigation, no robbers were found and the ship resumed her voyage.","NA",Bulk Carrier,"NA",imb
2020-10-26,01:25 UTC,13.283333333333333,-8.733333333333333,Attempted,Luanda Anchorage,AGO,AGO,2.545256430914535,13.287119988000086,-8.756036065999922,"26.10.2020: 0125 UTC: Posn: 08:44.43S – 013:17.75E, Luanda Anchorage, Angola.
Five robbers in a wooden boat approached and came alongside an anchored Offshore Support Vessel. Second Officer noticed the boat and observed one person attempting to board the vessel. Alarm raised and crew mustered. Hearing the alarm and seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Incident was reported to Port Authorities.","NA",Support,Anchored,imb
2020-10-27,21:05 UTC,101.46722222222222,1.7013888888888888,Boarded,Dumai Anchorage,IDN,IDN,3.9360961274652815,101.49447675900007,1.6786970070000393,"27.10.2020: 2105 UTC: Posn: 01:42.5N – 101:28.2E, Dumai Anchorage, Indonesia.
Duty AB on routine rounds onboard an anchored chemical tanker noticed wet footsteps on the poop deck and saw an unauthorised person escaping. Duty Officer notified. The duty AB reported that the person had gained access to the tanker via a bamboo pole and that there were an additional three persons waiting in a boat. the Incident was reported to local agent.","NA",Chemical Tanker,Anchored,imb
2020-11-02,23:30 UTC,40.70027777777778,-14.369166666666667,Boarded,Nacala Anchorage,MOZ,MOZ,0.9014228759268149,40.69516035200007,-14.362725518999923,"02.11.2020: 2330 UTC: Posn: 14:22.9S – 040:42.1E, Nacala Anchorage, Mozambique.
Around four to five robbers armed with long knives in a wooden boat came alongside an anchored bulk carrier. They boarded the ship using hooks attached with ropes and broke into the paint locker. Duty crew on routine rounds noticed the robbers, alerted the Duty Officer and retreated into the accommodation. Alarm raised and crew mustered. The robbers stole ship’s stores and escaped. Local agents informed.","NA",Bulk Carrier,Anchored,imb
2020-11-04,07:00 UTC,-51.166194597880036,-0.0619007993816603,Boarded,Santana Port,BRA,BRA,2.585999900107235,-51.160145636999914,-0.039320570999962,"04.11.2020: 0301-0700 UTC: Posn: 00:03.7S – 051:10.0W, Santana Port, Brazil.
Unnoticed, robbers boarded a berthed bulk carrier, broke into the forecastle store, stole ship’s stores and escaped. Incident noticed during routine rounds.","NA",Bulk Carrier,Berthed,imb
2020-11-04,05:49 UTC,6.046666666666667,2.7319444444444443,Boarded,Around 96nm SSW of Brass,NGA,NGA,170.47339918713095,6.112803582000083,4.272162177000041,"04.11.2020: 0549 UTC: Posn: 02:43.92N – 006:02.81E, Around 96nm SSW of Brass, Nigeria.
Around six to seven pirates armed with rifles attacked and boarded a product tanker underway. Alarm raised and all crew mustered in the citadel. Local authorities notified. A security vessel was dispatched to assist the tanker. Once the pirates escaped the crew emerged and noticed the bridge equipment damaged. Ship’s item were also reported stolen. Under the escort of the security vessel the ship proceeded to a safe port. Vessel and crew safe.","NA",Product Tanker,"NA",imb
2020-11-07,16:20 UTC,4.600833333333333,3.5858333333333334,Attempted,Around 87NM SW OF BAYELSA,NGA,NGA,160.249695329789,5.594899936000047,4.636460679000038,"07.11.2020: 1620 UTC: Posn: 03:35.9N – 004:36.3E, Around 87nm SW of Bayelsa, Nigeria.
Seven armed pirates in a boat chased a product tanker underway. Alarm raised, crew mustered in citadel, and activated the fire pump. As the boat approached the tanker, the armed team fired warning shots resulting in the boat moving away. Vessel and crew safe. The Incident was reported to local agent.","NA",Product Tanker,"NA",imb
2020-11-07,06:15 UTC,2.5666666666666664,3.5166666666666666,Boarded,Around 172nm South of Cotonou,GHA,BEN,308.60339333538553,0.9548445970000898,5.791083075000074,"07.11.2020: 0615 UTC: Posn: 03:31N – 002:34E, Around 172nm South of Cotonou, Benin.
Pirates armed with rifles boarded a product tanker underway. Alarm raised, main engine stopped, SSAS activated, CSO informed and all crew mustered in the citadel. Benin Navy dispatched a patrol boat. An Italian Navy frigate and its helicopter responded. A naval boarding team boarded the tanker and once clearance was given, the crew emerged from the citadel and regained control of the tanker. All crew members are reported safe.","NA",Product Tanker,"NA",imb
2020-11-08,13:26 UTC,104.22722222222222,1.2825,Boarded,Singapore Straits,MYS,MYS,7.096821974022135,104.21924889400003,1.3461774760000935,"08.11.2020: 1326 UTC: Posn: 01:16.57N – 104:13.38E, Singapore Straits.
Three robbers armed with knives boarded a tanker underway. Duty engineer on routine rounds noticed the robbers and immediately informed the bridge. Alarm raised, crew mustered and a search was carried out. Seeing the alerted crew, the robbers escaped with stolen ship’s properties. Incident reported to the Port Authority.","NA",Tanker,"NA",imb
2020-11-09,20:28 UTC,2.4563888888888887,4.761666666666667,Fired Upon,Around 95nm South of Cotonou,BEN,BEN,173.50207140893826,2.226817254000082,6.313666083000044,"09.11.2020: 2028 UTC: Posn: 04:45.42N - 002:26.83E, Around 95nm South of Cotonou, Benin.
A product tanker underway was approached by two skiffs. Alarm raised and all non-essential crew mustered in the citadel. The Master increased speed, commenced evasive manoeuvres, activated the fire pump and notified the Regional Authorities. The skiffs attempted to close in and fired upon the vessel. The vessel's hardening and evasive manoeuvres resulted in the skiff aborting the attack and moving away. Vessel and crew reported safe.","NA",Product Tanker,"NA",imb
2020-11-09,06:30 UTC,2.7,4.434166666666667,Attempted,Around 116nm South of Cotonou,BEN,BEN,213.8863607695426,2.7032983730000524,6.368312893000052,"09.11.2020: 0630 UTC: Posn : 04:26.3N – 002:42.0E: Around 116nm South of Cotonou, Benin.
Duty officer onboard a research vessel noticed a speed boat approaching and raised the alarm. Master transmitted a distress alert and fired a rocket flare resulting in the boat moving away temporarily and then commenced the approach again. Eight armed persons were identified in the approaching boat. All crew retreated into the citadel. The onboard Benin Navy personnel fired warning shots which resulted in the boat aborting and moving away. All crew safe.","NA",Research Vessel,"NA",imb
2020-11-11,01:00 UTC,2.5833333333333335,5.2,Fired Upon,Around 70nm South of Cotonou,BEN,BEN,128.8156378401394,2.306976759000065,6.33148834800005,"11.11.2020: 0100 UTC: Posn: 05:12N – 002:35E, Around 70nm South of Cotonou, Benin.
Around eight armed pirates in a skiff chased and attempted to board a product tanker underway. Master raised the alarm, increased speed, took evasive manoeuvres and activated the distress alert. As the skiff closed in, the pirates opened fire towards the bridge and accommodation. A Nigerian Navy patrol boat responded to the distress alert. Due to the hardening measures taken by the Master, the skiff aborted the attack. The patrol boat rendezvoused with the tanker and escorted her to a safe port. Some bridge and accommodation damage was reported due to the firing.","NA",Product Tanker,"NA",imb
2020-11-13,02:12 UTC,-1.7016666666666667,4.8838888888888885,Boarded,Takoradi Anchorage,GHA,GHA,5.15693352716347,-1.7481176419999542,4.881903387000079,"13.11.2020: 0212 UTC: Posn: 04:53.2N – 001:42.6W, Takoradi Anchorage, Ghana.
Unnoticed, robbers boarded an anchored container ship, broke into the forecastle store, stole ship’s stores and escaped. Incident noticed during routine rounds and reported to the Port Authorities.","NA",Container,Anchored,imb
2020-11-13,14:54 UTC,5.557222222222222,1.1922222222222223,Boarded,Around 78nm NW of Neves,STP,STP,142.8971573308803,6.49781334700009,0.312689520000049,"13.11.2020: 1454 UTC: Posn: 01:11.32N – 005:33.26E, Around 78nm NW of Neves, Sao Tome and Principe.
Pirates armed with rifles in a small boat approached a Heavy Load Carrier underway. They boarded the ship, opened fire and injured one crew. Before escaping the pirates stole ship and crew properties and kidnapped 14 crew members. The Owners of the ship notified the IMB Piracy Reporting Centre who then liaised with relevant Regional and International Authorities in the region and requested for assistance. Italian, Spanish and Portuguese Navy Vessels arrived at the location and aided the ship. The injured crew was transported on an Italian Aircraft to the hospital in Sao Tome and Principe. The ship and remaining crew were escorted to a safe port.","NA",Heavy Load Carrier,"NA",imb
2020-11-16,03:20 UTC,6.151111111111111,3.535277777777778,Boarded,Around 45nm SSW of Brass,NGA,NGA,81.59525678176539,6.112803582000083,4.272162177000041,"16.11.2020: 0320 UTC: Posn: 03:32.7N – 006:09.4E, Around 45nm SSW of Brass, Nigeria.
Eight pirates armed with assault rifles in a speed boat boarded a general cargo vessel underway. The pirates stole ship and crew properties and kidnapped five crew before escaping. Remaining crew proceeded to a safe port.","NA",General Cargo,"NA",imb
2020-11-16,05:40 UTC,1.4166666666666667,5.466666666666667,Hijacked,Around 40nm SSE of Lome,GHA,TGO,61.671177735414226,0.9865828790000819,5.820746161000045,"16.11.2020: 0540 UTC: Posn: 05:28N – 001:25E, Around 40nm SSE of Lome, Togo.
The IMB Piracy Reporting Centre received information that Owners had lost contact with their tanker. The Centre immediately informed and commenced information exchange with all relevant Regional Authorities including an Italian warship in the vicinity. The tanker was located by an Italian navy helicopter on 23 Nov 2020 and position updates of the tanker were provided by the Italian warship until a Nigerian Navy patrol boat arrived to escort the tanker to a safe port. Three crew were reported as kidnapped.","NA",Bunkering Tanker,"NA",imb
2020-11-17,14:50 UTC,104.06666666666666,1.25,Boarded,Singapore Straits,IDN,IDN,7.373806239923085,104.09058678500003,1.1878115910000702,"17.11.2020: 1450 UTC: Posn: 01:15.0N – 104:04.3E, Singapore Straits.
A Bulk Carrier underway was contacted by VTIS indicating that the ship may have been boarded by robbers. Alarm raised, crew mustered, and ship lights switched on. Three robbers were seen on the poop deck. Seeing the alerted crew, the robbers escaped in a small boat without stealing anything. A search was carried out and VTIS notified.","NA",Bulk Carrier,"NA",imb
2020-11-18,20:19 UTC,104.24916666666667,1.2827777777777778,Boarded,Singapore Straits,MYS,MYS,7.760918779106667,104.21924889400003,1.3461774760000935,"18.11.2020: 2019 UTC: Posn: 01:16.58N – 104:14.57E, Singapore Straits.
Second engineer on board a tanker underway spotted two unauthorised persons armed with knives. Alarm raised, crew mustered, and a search was carried out. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to Singapore VTIS.","NA",Product Tanker,"NA",imb
2020-11-19,13:30 UTC,107.30166666666666,20.93861111111111,Boarded,Cam Pha Anchorage,VNM,VNM,6.502690196986156,107.33383222700007,20.88825104400007,"19.11.2020: 1030-1330 UTC: Posn: 20:55.79N – 107:18.06E, Cam Pha Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier, stole ship’s stores and escaped. Incident noticed during routine rounds and reported to the Port Authorities.","NA",Bulk Carrier,Anchored,imb
2020-11-24,21:15 UTC,101.44111111111111,1.7152777777777777,Boarded,Dumai Anchorage,IDN,IDN,1.7024893045384142,101.42701256600003,1.7092959660000702,"24.11.2020: 2115 UTC: Posn: 01:42.93N – 101: 26.48E, Dumai Anchorage, Indonesia.
Four robbers armed with knives boarded an anchored tanker. Duty oiler on routine rounds was threatened by the robbers before escaping with stolen engine spares. Incident reported to local authorities through local agent.","NA",Product Tanker,Anchored,imb
2020-11-25,21:05 UTC,89.62694444444445,22.366666666666667,Boarded,"Pussur River, Mongla",BGD,BGD,3.395670189701467,89.62647545700008,22.336004950000074,"25.11.2020: 2105 UTC: Posn: 22:22.99N – 089:37.37E, Pussur River, Mongla, Bangladesh.
Three robbers armed with a crowbar boarded an anchored tanker. Duty watchman noticed the robbers and informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.","NA",LPG Tanker,Anchored,imb
2020-11-25,03:30 UTC,-10.796098581949867,6.3511436402006485,Boarded,"APM Terminal Berth No.1, Monrovia Port",LBR,LBR,0.9663884518771062,-10.792347785999937,6.359035549000055,"25.11.2020: 0330 UTC: Posn: 06:20.65N – 010:47.75W, Monrovia Port, Liberia.
A robber boarded a berthed bulk carrier and stole ship’s properties. Upon noticing the robber, the vessel's crew chased the robber who managed to escape. Incident reported to the Port Authority.","NA",Bulk Carrier,Berthed,imb
2020-11-26,12:58 UTC,5.521388888888889,4.470833333333333,Boarded,Around 10nm SW of Bayelsa,NGA,NGA,20.049818723858007,5.594899936000047,4.636460679000038,"26.11.2020: 1258 UTC: Posn: 04:28.15N – 005:31.17E, Around 10nm SW of Bayelsa, Nigeria.
Armed persons attacked and boarded a general cargo ship underway. They kidnapped 10 crew members and left the ship drifting. Upon receiving the information from the Owners, the IMB Piracy Reporting Centre informed the relevant authorities, including the Italian navy. Nigerian Navy dispatched a patrol boat to investigate and assist the remaining crew and vessel. On 21 Dec 2020, the Owners confirmed that the 10 kidnapped crew members were released safely.","NA",General Cargo,"NA",imb
2020-11-27,01:40 UTC,-1.7002777777777778,4.890833333333333,Boarded,Takoradi Anchorage,GHA,GHA,4.5642081625965485,-1.7188207669999542,4.927679755000042,"27.11.2020: 0140 UTC: Posn: 04:53.27N – 001:41.61W, Takoradi Anchorage, Ghana.
Duty watchmen onboard an anchored bulk carrier noticed two unauthorised persons on the forecastle deck and immediately informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.","NA",Bulk Carrier,Anchored,imb
2020-11-29,22:20 UTC,104.26388888888889,1.267777777777778,Boarded,Singapore Straits,MYS,IDN,9.991664673663767,104.21924889400003,1.3461774760000935,"29.11.2020: 2220 UTC: Posn: 01:16.4N – 104:15.5E, Singapore Straits.
Unnoticed, robbers boarded a bulk carrier underway, stole ship’s spares and escaped. Incident reported to VTIS.","NA",Bulk Carrier,"NA",imb
2020-11-29,21:10 UTC,1.168611111111111,4.900833333333333,Boarded,Around 56nm SSE of Anloga,GHA,GHA,100.91290809254323,0.9143986340000652,5.777085679000038,"29.11.2020: 2110 UTC: Posn: 04:54.3N – 001:10.7E, Around 56nm SSE of Anloga, Ghana.
A product tanker underway noticed a possible mother vessel approaching and raised the alarm. SSAS activated, speed increased, evasive manoeuvres commenced, and non-essential crew retreated into the citadel. The bridge team kept a lookout towards the mother vessel. A skiff with four armed persons was noticed approaching from a different direction. As the skiff approached it opened fire towards the bridge. The pirates boarded the tanker using a ladder with hooks. Once onboard the pirates damaged the communication equipment, stole ship and crew cash and properties. Before escaping, they kidnapped four crew members. The Master was reported injured during the incident. The tanker sailed to a safe anchorage.","NA",Product Tanker,"NA",imb
2020-11-30,03:00 UTC,-13.70111111111111,9.352222222222222,Boarded,Conakry Anchorage,GIN,GIN,17.147027142371993,-13.722401495999918,9.505804755000042,"30.11.2020: 0300 UTC: Posn: 09:21.8N – 013:42.4W, Conakry Anchorage, Guinea.
Six robbers armed with guns boarded an anchored general cargo vessel. The robbers stole ship’s properties, cash, and crew personal belongings before escaping. All crew safe. Incident reported to the Port Authority.","NA",General Cargo,Anchored,imb
2020-12-02,13:03 UTC,5.05,3.0166666666666666,Fired Upon,Around 85nm SW of Brass,NGA,NGA,176.2447964944551,5.889903191000087,4.368841864000046,"02.12.2020: 1303 UTC: Posn: 03:11N – 005:01E, Around 85nm SW of Brass, Nigeria.
While underway, a tanker was approached and fired upon by pirates in two skiffs. Alarm sounded, SSAS activated, evasive manoeuvres conducted and all crew mustered in the citadel. After chasing the tanker for some time the pirates aborted and moved away.","NA",Product Tanker,"NA",imb
